,r_distance
168356,653.173
168357,221.086
168358,890.922
168359,1568.6
168360,297.093
168361,364.23
168362,1780.41
168363,888.763
168364,799.369
168365,212.651
168366,654.233
168367,2476.23
168368,2063.07
168369,242.873
168370,1896.15
168371,2157.6
168372,521.461
168373,275.407
168374,1055.8
168375,684.264
168376,749.226
168377,665.052
168378,843.814
168379,341.164
168380,258.872
168381,1168.66
168382,1911.24
168383,328.769
168384,277.859
168385,373.227
168386,615.838
168387,1223.81
168388,4582.06
168389,1675.83
168390,478.898
168391,3181.46
168392,419.527
168393,375.504
168394,538.048
168395,3591.95
168396,474.319
168397,303.693
168398,1698.6
168399,1940.07
168400,791.587
168401,2245.09
168402,6960.41
168403,2241.6
168404,197.056
168405,627.959
168406,467.669
168407,343.325
168408,1703.06
168409,362.838
168410,254.551
168411,478.128
168412,552.75
168413,554.926
168414,233.603
168415,106.183
168416,219.14
168417,523.893
168418,1769.15
168419,462.539
168420,298.587
168421,523.911
168422,1796.37
168423,615.721
168424,414.16
168425,2582.22
168426,2016.6
168427,649.759
168428,268.764
168429,2683.31
168430,892.054
168431,1155.21
168432,1727.38
168433,1509.21
168434,411.014
168435,2993.46
168436,293.81
168437,404.767
168438,1007.58
168439,1686.6
168440,246.224
168441,260.473
168442,3733.33
168443,1482.92
168444,1270.26
168445,1265.65
168446,134.503
168447,639.905
168448,336.011
168449,1149.87
168450,237.23
168451,1297.57
168452,995.786
168453,1761.04
168454,1816.07
168455,1774.62
168456,1194.0
168457,3129.47
168458,1102.17
168459,6870.87
168460,1350.25
168461,258.641
168462,1276.96
168463,455.819
168464,1830.59
168465,1185.11
168466,446.666
168467,3155.1
168468,1196.11
168469,376.681
168470,4959.77
168471,346.809
168472,337.571
168473,99.5785
168474,183.623
168475,1235.01
168476,1552.19
168477,244.54
168478,2209.01
168479,224.887
168480,844.947
168481,338.045
168482,1166.25
168483,1591.02
168484,315.457
168485,2796.85
168486,299.829
168487,329.159
168488,1448.55
168489,1454.45
168490,3178.35
168491,728.963
168492,364.955
168493,322.473
168494,1217.72
168495,446.285
168496,3787.89
168497,636.22
168498,3765.57
168499,1887.24
168500,244.418
168501,1296.67
168502,1631.94
168503,3637.97
168504,640.613
168505,186.817
168506,1424.43
168507,876.289
168508,2420.0
168509,1353.19
168510,843.603
168511,311.318
168512,260.15500000000003
168513,859.353
168514,341.938
168515,693.428
168516,424.099
168517,362.332
168518,1258.55
168519,1280.55
168520,340.05
168521,2032.45
168522,536.524
168523,1303.73
168524,179.256
168525,361.114
168526,968.527
168527,452.771
168528,322.74
168529,1787.08
168530,3426.87
168531,1462.65
168532,590.961
168533,327.729
168534,1976.93
168535,336.584
168536,1737.32
168537,671.702
168538,485.23
168539,2091.04
168540,1454.23
168541,314.404
168542,1205.13
168543,553.076
168544,288.7515
168545,2359.14
168546,533.6365
168547,213.593
168548,305.079
168549,658.505
168550,5406.51
168551,2097.78
168552,159.239
168553,460.002
168554,2729.53
168555,1386.81
168556,1172.49
168557,192.951
168558,418.475
168559,491.9
168560,987.551
168561,761.74
168562,852.05
168563,3056.12
168564,2365.74
168565,530.2935
168566,1000.62
168567,1966.64
168568,443.176
168569,324.596
168570,272.762
168571,1130.49
168572,878.24
168573,988.191
168574,1140.83
168575,1327.82
168576,428.024
168577,1196.11
168578,388.423
168579,1711.63
168580,428.626
168581,3220.0
168582,1317.03
168583,1080.01
168584,247.296
168585,274.94
168586,990.193
168587,390.219
168588,2954.58
168589,917.143
168590,1162.705
168591,593.625
168592,1095.49
168593,1984.76
168594,431.457
168595,1228.27
168596,379.722
168597,941.557
168598,559.272
168599,823.488
168600,483.697
168601,2590.79
168602,945.114
168603,652.301
168604,683.98
168605,719.877
168606,1181.44
168607,237.688
168608,220.563
168609,1491.61
168610,1461.13
168611,1394.34
168612,287.476
168613,654.145
168614,1622.37
168615,172.754
168616,217.33920000000003
168617,1482.83
168618,1559.56
168619,306.028
168620,1045.41
168621,1109.37
168622,1212.06
168623,634.491
168624,2367.47
168625,407.916
168626,451.143
168627,677.606
168628,545.26
168629,543.835
168630,284.368
168631,214.231
168632,318.327
168633,274.246
168634,845.724
168635,934.217
168636,1256.44
168637,1171.17
168638,1601.27
168639,601.325
168640,458.952
168641,199.429
168642,1112.01
168643,1908.14
168644,886.681
168645,499.67
168646,2000.13
168647,914.092
168648,1686.4
168649,2672.23
168650,173.8065
168651,905.779
168652,773.509
168653,1213.92
168654,565.848
168655,971.841
168656,1585.09
168657,1640.35
168658,369.089
168659,1151.62
168660,406.712
168661,523.582
168662,409.181
168663,1621.65
168664,1063.41
168665,313.365
168666,607.115
168667,2770.9
168668,600.715
168669,1024.16
168670,1080.74
168671,505.568
168672,88.5211
168673,328.742
168674,404.084
168675,403.285
168676,218.01
168677,249.048
168678,4128.11
168679,397.187
168680,479.423
168681,1973.25
168682,1406.7966666666664
168683,1347.29
168684,455.461
168685,330.742
168686,812.959
168687,1245.84
168688,3365.09
168689,1760.0
168690,136.769
168691,3189.56
168692,882.643
168693,157.141
168694,341.629
168695,1368.37
168696,1371.28
168697,1149.41
168698,313.032
168699,2720.83
168700,246.3585
168701,154.52
168702,311.2815
168703,994.285
168704,290.001
168705,338.2
168706,3545.95
168707,3434.24
168708,366.283
168709,1562.67
168710,1978.01
168711,2665.44
168712,1769.69
168713,307.609
168714,1028.26
168715,1727.79
168716,1477.92
168717,283.074
168718,164.297
168719,298.8
168720,243.638
168721,555.213
168722,1663.78
168723,1744.71
168724,1729.02
168725,486.758
168726,1017.72
168727,244.391
168728,4183.89
168729,1286.51
168730,1058.23
168731,1214.44
168732,299.521
168733,1122.24
168734,2752.55
168735,459.57
168736,277.348
168737,1139.32
168738,432.592
168739,375.259
168740,296.254
168741,380.883
168742,1957.31
168743,1454.55
168744,480.963
168745,2826.6625
168746,275.692
168747,1547.4
168748,343.351
168749,813.741
168750,1299.53
168751,619.188
168752,3315.42
168753,336.709
168754,896.699
168755,192.455
168756,3226.95
168757,327.368
168758,124.566
168759,401.306
168760,774.049
168761,2429.19
168762,1383.02
168763,494.813
168764,1356.98
168765,180.42
168766,1759.6
168767,170.81
168768,1852.84
168769,434.771
168770,152.643
168771,3025.57
168772,4207.73
168773,1474.18
168774,837.475
168775,284.0605
168776,1098.16
168777,255.959
168778,630.16
168779,826.115
168780,2208.39
168781,295.885
168782,690.858
168783,208.465
168784,1030.9
168785,4034.633333333333
168786,1021.82
168787,4716.75
168788,1129.88
168789,345.923
168790,286.784
168791,289.704
168792,1509.67
168793,277.553
168794,1061.97
168795,1362.55
168796,298.867
168797,1117.49
168798,1985.07
168799,2797.64
168800,238.284
168801,322.744
168802,640.175
168803,684.104
168804,351.267
168805,4653.55
168806,1228.99
168807,523.083
168808,1527.97
168809,1884.71
168810,170.215
168811,229.44
168812,102.6695
168813,584.56
168814,1378.58
168815,346.534
168816,561.61
168817,1765.19
168818,1447.87
168819,2662.29
168820,3523.37
168821,664.925
168822,1314.28
168823,1515.51
168824,463.626
168825,735.162
168826,1141.14
168827,312.267
168828,99.3257
168829,700.697
168830,774.667
168831,1161.63
168832,449.837
168833,222.305
168834,2312.95
168835,1219.65
168836,1240.32
168837,2246.53
168838,360.549
168839,1533.31
168840,350.483
168841,668.264
168842,1250.3
168843,2285.89
168844,119.757
168845,723.156
168846,4583.55
168847,308.606
168848,686.866
168849,2683.78
168850,1321.09
168851,2027.48
168852,327.075
168853,237.421
168854,1006.01
168855,1687.07
168856,430.603
168857,1114.18
168858,394.83
168859,1289.67
168860,1177.65
168861,501.4595
168862,1379.69
168863,713.923
168864,838.497
168865,1297.09
168866,1373.0
168867,880.994
168868,308.181
168869,295.366
168870,778.041
168871,150.457
168872,1018.19
168873,2027.19
168874,2518.81
168875,372.337
168876,263.177
168877,865.299
168878,274.838
168879,735.544
168880,300.132
168881,2754.29
168882,476.236
168883,749.1
168884,366.245
168885,486.383
168886,1428.05
168887,1078.68
168888,455.817
168889,342.365
168890,1443.49
168891,276.174
168892,1690.86
168893,211.367
168894,906.064
168895,455.856
168896,4415.13
168897,659.66
168898,541.266
168899,4295.77
168900,1253.74
168901,468.415
168902,364.24
168903,1016.54
168904,78.463
168905,370.321
168906,344.101
168907,401.938
168908,1006.94
168909,443.746
168910,2954.88
168911,1010.49
168912,2220.45
168913,154.148
168914,962.743
168915,764.739
168916,1776.82
168917,962.631
168918,155.673
168919,432.951
168920,2128.1
168921,317.732
168922,397.663
168923,1367.44
168924,351.943
168925,604.7145
168926,3601.11
168927,1769.66
168928,403.688
168929,324.401
168930,1874.65
168931,2032.18
168932,2230.99
168933,2232.03
168934,766.02
168935,1768.82
168936,2305.75
168937,355.351
168938,301.934
168939,509.969
168940,4427.63
168941,325.403
168942,540.4549999999999
168943,1003.36
168944,836.142
168945,1535.33
168946,287.098
168947,605.948
168948,1533.57
168949,1018.48
168950,845.136
168951,1762.47
168952,443.416
168953,981.156
168954,102.241
168955,598.976
168956,969.703
168957,1321.78
168958,170.583
168959,2407.42
168960,4317.89
168961,368.08
168962,678.769
168963,222.471
168964,248.792
168965,1106.64
168966,281.128
168967,304.395
168968,506.745
168969,270.511
168970,1262.72
168971,1834.25
168972,267.31
168973,322.72
168974,781.178
168975,2709.41
168976,2271.71
168977,205.263
168978,436.448
168979,402.519
168980,202.514
168981,1849.52
168982,1301.3
168983,781.512
168984,760.513
168985,309.381
168986,1023.58
168987,2410.83
168988,360.98
168989,211.935
168990,443.488
168991,218.018
168992,1148.22
168993,362.414
168994,3195.16
168995,1691.47
168996,2609.62
168997,1531.81
168998,367.616
168999,168.028
169000,491.304
169001,376.131
169002,189.875
169003,1139.25
169004,1392.99
169005,1594.93
169006,226.409
169007,1966.86
169008,100.887
169009,256.338
169010,3912.9
169011,1187.1950000000002
169012,455.259
169013,220.718
169014,3588.57
169015,1465.01
169016,291.057
169017,646.302
169018,1113.9277499999998
169019,1465.42
169020,6170.71
169021,1903.4
169022,236.643
169023,1086.16
169024,583.357
169025,2622.91
169026,3559.61
169027,564.77
169028,163.042
169029,297.606
169030,1075.79
169031,327.705
169032,1098.76
169033,64.0651
169034,982.241
169035,860.989
169036,3841.18
169037,237.405
169038,1745.39
169039,454.754
169040,314.71
169041,1349.1
169042,457.52
169043,858.556
169044,3523.96
169045,952.603
169046,225.901
169047,4553.63
169048,1023.68
169049,323.006
169050,672.694
169051,3907.8
169052,1180.54
169053,1027.39
169054,919.108
169055,849.11
169056,873.439
169057,1064.76
169058,1093.71
169059,167.735
169060,4806.0
169061,114.413
169062,1186.14
169063,396.811
169064,343.618
169065,333.316
169066,475.446
169067,442.493
169068,402.881
169069,1590.71
169070,355.809
169071,1547.31
169072,473.17
169073,1168.02
169074,100.853
169075,542.849
169076,409.085
169077,3145.04
169078,1717.74
169079,1146.59
169080,699.742
169081,311.74
169082,751.24725
169083,186.005
169084,886.085
169085,1269.72
169086,692.686
169087,175.059
169088,357.846
169089,954.893
169090,191.313
169091,115.603
169092,487.632
169093,199.351
169094,1469.98
169095,2003.12
169096,226.134
169097,1647.93
169098,81.4728
169099,477.672
169100,242.076
169101,365.112
169102,295.3
169103,472.453
169104,419.197
169105,1794.08
169106,209.83
169107,4014.0
169108,845.115
169109,379.147
169110,1283.2
169111,299.389
169112,377.172
169113,182.025
169114,61.0464
169115,2187.76
169116,279.112
169117,2118.62
169118,958.979
169119,1833.03
169120,907.332
169121,2045.55
169122,864.19
169123,568.871
169124,144.254
169125,787.564
169126,383.226
169127,1391.43
169128,1122.02
169129,396.035
169130,1558.55
169131,1656.26
169132,422.526
169133,920.025
169134,172.124
169135,266.084
169136,953.187
169137,1087.78
169138,416.742
169139,2116.03
169140,515.872
169141,99.9491
169142,284.863
169143,1218.67
169144,216.091
169145,1167.4
169146,559.64
169147,353.196
169148,201.7395
169149,2612.89
169150,1931.52
169151,1235.78
169152,1619.51
169153,1285.54
169154,917.462
169155,2079.43
169156,1838.57
169157,163.12
169158,390.561
169159,139.432
169160,367.449
169161,1912.98
169162,333.683
169163,2136.53
169164,950.779
169165,945.397
169166,612.141
169167,925.5165
169168,390.367
169169,310.227
169170,638.597
169171,325.623
169172,2289.57
169173,1221.22
169174,2457.67
169175,2482.86
169176,903.461
169177,1141.21
169178,3204.82
169179,622.178
169180,527.02
169181,778.339
169182,220.7
169183,416.867
169184,1137.5749999999998
169185,257.933
169186,584.387
169187,1236.145
169188,639.757
169189,649.86
169190,1030.18
169191,356.566
169192,3089.01
169193,167.14600000000002
169194,1291.8
169195,1409.45
169196,565.593
169197,184.126
169198,1748.68
169199,1836.51
169200,2110.73
169201,1148.48
169202,3478.33
169203,308.459
169204,1042.91
169205,263.883
169206,372.529
169207,5519.17
169208,538.136
169209,1276.19
169210,1279.07
169211,337.725
169212,979.319
169213,1165.08
169214,395.225
169215,319.493
169216,383.616
169217,1452.17
169218,566.991
169219,264.342
169220,968.785
169221,319.637
169222,1444.81
169223,241.675
169224,471.911
169225,907.472
169226,702.745
169227,245.661
169228,666.065
169229,351.97
169230,147.673
169231,1453.3
169232,320.618
169233,255.586
169234,494.444
169235,158.3948333333333
169236,1570.93
169237,1275.23
169238,2391.45
169239,355.538
169240,881.259
169241,287.148
169242,344.87
169243,1523.82
169244,420.095
169245,570.625
169246,1107.4
169247,1295.33
169248,1868.7
169249,322.739
169250,321.252
169251,1803.22
169252,2896.98
169253,2041.86
169254,977.436
169255,790.013
169256,676.142
169257,1432.9
169258,5093.97
169259,380.611
169260,3567.26
169261,664.755
169262,289.435
169263,1932.43
169264,376.837
169265,1138.5
169266,1646.37
169267,4007.93
169268,2330.54
169269,2619.52
169270,369.868
169271,366.62
169272,3340.75
169273,3104.22
169274,863.08
169275,1631.76
169276,1101.35
169277,851.6
169278,868.815
169279,1197.51
169280,501.738
169281,1074.31
169282,1163.1586666666667
169283,566.535
169284,657.291
169285,1050.74
169286,269.575
169287,264.31275000000005
169288,870.754
169289,1738.3525
169290,882.377
169291,825.956
169292,299.194
169293,376.203
169294,1289.16
169295,1052.25
169296,348.339
169297,482.218
169298,162.768
169299,2130.69
169300,253.076
169301,128.541
169302,609.256
169303,346.002
169304,3524.07
169305,4571.94
169306,270.787
169307,1934.65
169308,457.715
169309,202.26
169310,4526.32
169311,327.278
169312,221.6
169313,2171.13
169314,235.094
169315,1064.82
169316,2147.25
169317,4946.13
169318,1149.34
169319,1265.87
169320,1150.46
169321,953.121
169322,153.619
169323,1740.04
169324,1201.87
169325,811.563
169326,257.951
169327,1754.86
169328,572.664
169329,1104.56
169330,291.634
169331,301.601
169332,271.199
169333,1446.93
169334,1873.06
169335,113.968
169336,4167.3
169337,821.062
169338,1024.94
169339,890.685
169340,254.787
169341,868.094
169342,1283.61
169343,1692.32
169344,1492.27
169345,421.01
169346,254.648
169347,971.41
169348,627.066
169349,1240.35
169350,347.275
169351,372.626
169352,277.665
169353,1147.884
169354,689.198
169355,184.214
169356,556.772
169357,683.075
169358,480.018
169359,1740.81
169360,110.503
169361,1584.09
169362,433.067
169363,886.002
169364,491.724
169365,2408.2
169366,190.211
169367,378.075
169368,604.667
169369,1670.36
169370,404.933
169371,2232.57
169372,2266.73
169373,1593.32
169374,1584.54
169375,394.998
169376,1292.75
169377,190.128
169378,7276.21
169379,862.197
169380,839.74
169381,2502.08
169382,1667.75
169383,358.26
169384,256.466
169385,719.896
169386,1251.94
169387,317.843
169388,593.405
169389,2704.28
169390,332.503
169391,2156.16
169392,226.102
169393,358.322
169394,326.222
169395,581.208
169396,1717.04
169397,1505.77
169398,107.041
169399,189.717
169400,1244.51
169401,1623.13
169402,296.681
169403,1617.78
169404,325.838
169405,327.629
169406,2086.76
169407,392.085
169408,1410.61
169409,192.118
169410,139.837
169411,1491.26
169412,247.513
169413,1938.85
169414,962.943
169415,475.152
169416,303.23400000000004
169417,1540.83
169418,420.942
169419,422.391
169420,392.778
169421,506.6551666666667
169422,717.019
169423,127.6
169424,1200.84
169425,236.912
169426,731.347
169427,2543.2
169428,2926.16
169429,1612.16
169430,1577.01
169431,339.867
169432,445.2
169433,228.573
169434,234.875
169435,574.495
169436,451.625
169437,710.54
169438,476.723
169439,948.939
169440,4280.35
169441,329.608
169442,1227.11
169443,303.258
169444,671.86
169445,293.305
169446,288.744
169447,1299.09
169448,660.649
169449,4080.03
169450,376.89
169451,1607.81
169452,1510.13
169453,319.243
169454,332.849
169455,3150.13
169456,651.616
169457,308.773
169458,161.859
169459,1259.5575
169460,993.444
169461,6797.77
169462,4363.53
169463,321.095
169464,2570.15
169465,843.404
169466,339.278
169467,478.29
169468,310.819
169469,224.889
169470,438.309
169471,1795.11
169472,209.663
169473,969.124
169474,240.448
169475,1199.15
169476,1315.11
169477,1018.503
169478,789.452
169479,757.423
169480,1215.64
169481,535.499
169482,835.4805
169483,633.891
169484,988.079
169485,784.63
169486,530.838
169487,1440.99
169488,1817.19
169489,754.219
169490,356.624
169491,524.815
169492,166.056
169493,7226.82
169494,3004.74
169495,448.568
169496,269.109
169497,1357.5
169498,424.477
169499,1200.14
169500,1212.39
169501,1159.75
169502,460.211
169503,873.77
169504,1792.35
169505,1120.63
169506,348.707
169507,3902.79
169508,2995.48
169509,453.204
169510,255.855
169511,1588.64
169512,611.501
169513,1187.21
169514,1025.51
169515,1938.22
169516,4547.61
169517,1209.8449999999998
169518,1833.69
169519,214.648
169520,2194.82
169521,49.3189
169522,118.098
169523,390.798
169524,1809.13
169525,292.653
169526,1065.98
169527,198.988
169528,1149.41
169529,268.361
169530,2450.92
169531,549.029
169532,494.411
169533,343.059
169534,609.557
169535,2685.56
169536,882.704
169537,468.389
169538,1082.14
169539,2421.82
169540,257.862
169541,5420.27
169542,495.04
169543,262.873
169544,87.021
169545,3113.69
169546,684.168
169547,379.536
169548,1485.3
169549,2567.97
169550,1769.9266666666665
169551,791.582
169552,1287.41
169553,372.174
169554,1230.76
169555,1817.62
169556,3460.01
169557,1930.54
169558,1452.64
169559,358.871
169560,275.428
169561,490.908
169562,186.445
169563,219.4708
169564,205.757
169565,1197.64
169566,1112.79
169567,3628.72
169568,274.088
169569,619.643
169570,1064.95
169571,201.94
169572,1133.4
169573,2493.28
169574,3622.77
169575,262.787
169576,382.097
169577,1921.54
169578,125.169
169579,139.443
169580,919.125
169581,7550.58
169582,910.0165
169583,298.289
169584,656.417
169585,2052.56
169586,880.6305
169587,296.969
169588,1512.41
169589,456.084
169590,322.26
169591,1408.34
169592,4349.54
169593,1854.94
169594,1797.86
169595,243.89
169596,1487.19
169597,254.934
169598,574.184
169599,453.148
169600,352.564
169601,365.4
169602,1315.8
169603,596.137
169604,185.726
169605,890.456
169606,449.632
169607,791.658
169608,422.353
169609,387.671
169610,511.012
169611,1752.93
169612,79.92585
169613,528.369
169614,339.459
169615,260.516
169616,1701.46
169617,239.334
169618,1445.91
169619,1664.91
169620,135.408
169621,1047.24
169622,2284.22
169623,1073.06
169624,343.63800000000003
169625,477.859
169626,3973.15
169627,269.078
169628,691.371
169629,377.472
169630,2032.93
169631,274.837
169632,298.439
169633,2118.73
169634,241.98
169635,305.722
169636,1671.51
169637,669.792
169638,1010.34
169639,248.666
169640,1207.61
169641,1216.48
169642,1391.94
169643,853.285
169644,1986.18
169645,2012.88
169646,1365.18
169647,492.487
169648,396.046
169649,1000.97
169650,310.669
169651,3567.8
169652,658.134
169653,244.519
169654,1907.4
169655,897.1
169656,235.591
169657,321.023
169658,1011.39
169659,280.576
169660,1181.5
169661,573.635
169662,821.288
169663,1517.3
169664,575.273
169665,241.481
169666,301.552
169667,1251.28
169668,1208.63
169669,1367.84
169670,1156.755
169671,1300.73
169672,1824.04
169673,310.616
169674,1816.81
169675,2404.38
169676,356.618
169677,1741.81
169678,2478.75
169679,828.225
169680,2692.4
169681,988.991
169682,443.134
169683,666.173
169684,2701.59
169685,876.81
169686,273.66200000000003
169687,270.84
169688,321.344
169689,160.832
169690,1571.27
169691,279.751
169692,157.111
169693,407.222
169694,226.645
169695,99.5826
169696,379.848
169697,3914.44
169698,1404.49
169699,1733.36
169700,189.907
169701,148.062
169702,1396.86
169703,1554.65
169704,369.611
169705,591.177
169706,198.046
169707,405.1755
169708,1505.1
169709,334.388
169710,882.657
169711,1084.12
169712,446.964
169713,258.36
169714,2544.89
169715,3707.15
169716,1107.35
169717,1964.81
169718,180.29700000000005
169719,958.55
169720,628.92675
169721,1883.72
169722,1564.34
169723,2063.21
169724,195.15
169725,3063.03
169726,2375.15
169727,832.951
169728,2144.96
169729,1083.33
169730,830.413
169731,1149.25
169732,1091.815
169733,1608.95
169734,553.243
169735,375.74
169736,260.38
169737,3239.75
169738,354.441
169739,3415.96
169740,2669.2200000000003
169741,1553.3
169742,1758.7
169743,782.765
169744,478.406
169745,3050.96
169746,1191.79
169747,1288.92
169748,295.064
169749,219.329
169750,217.549
169751,246.713
169752,599.495
169753,1709.07
169754,227.983
169755,208.967
169756,224.2156666666667
169757,3862.725
169758,244.059
169759,388.608
169760,4630.67
169761,1404.79
169762,251.287
169763,1067.45
169764,177.406
169765,288.017
169766,233.778
169767,2084.85
169768,528.319
169769,193.033
169770,523.275
169771,297.381
169772,4271.59
169773,3627.99
169774,1363.67
169775,3046.61
169776,336.626
169777,263.505
169778,1072.45
169779,1120.79
169780,1005.47
169781,307.473
169782,597.544
169783,281.271
169784,224.158
169785,1351.0
169786,654.713
169787,845.929
169788,752.668
169789,473.962
169790,1272.98
169791,1047.37
169792,1325.03
169793,266.043
169794,436.895
169795,316.029
169796,341.074
169797,308.09
169798,587.489
169799,202.26
169800,635.3705
169801,1626.59
169802,2354.21
169803,116.059
169804,158.836
169805,2100.59
169806,849.1370000000001
169807,424.403
169808,1614.87
169809,726.031
169810,1957.52
169811,515.907
169812,1721.6
169813,456.64
169814,1030.7765
169815,551.1338
169816,200.2155
169817,1002.33
169818,227.755
169819,368.015
169820,297.137
169821,1412.19
169822,177.918
169823,229.085
169824,230.102
169825,2194.0150000000003
169826,282.056
169827,1553.71
169828,365.319
169829,211.096
169830,2813.78
169831,378.741
169832,388.711
169833,474.117
169834,1000.96
169835,1226.49
169836,1285.38
169837,397.779
169838,1579.56
169839,1243.48
169840,296.112
169841,321.689
169842,257.862
169843,2697.69
169844,3870.43
169845,799.482
169846,2525.83
169847,198.404
169848,1219.66
169849,3276.49
169850,1133.47
169851,1887.32
169852,320.423
169853,799.322
169854,757.735
169855,283.54
169856,1866.61
169857,380.902
169858,263.865
169859,4328.75
169860,1318.9
169861,319.284
169862,501.317
169863,983.565
169864,623.765
169865,2081.02
169866,515.924
169867,541.951
169868,3031.75
169869,1635.68
169870,1588.23
169871,833.006
169872,268.387
169873,315.264
169874,1575.44
169875,444.844
169876,182.933
169877,1261.2
169878,874.504
169879,2671.76
169880,332.038
169881,1817.6
169882,1422.13
169883,199.248
169884,306.508
169885,810.117
169886,2129.2
169887,471.209
169888,1361.13
169889,1413.34
169890,215.368
169891,2748.52
169892,1696.8
169893,1009.52
169894,1510.86
169895,1210.18
169896,144.0675
169897,226.213
169898,164.439
169899,3201.02
169900,630.545
169901,750.351
169902,1173.52
169903,1127.39
169904,1513.32
169905,1208.77
169906,443.677
169907,370.1115
169908,287.51
169909,1935.69
169910,1262.59
169911,411.16
169912,361.744
169913,236.816
169914,1865.05
169915,472.596
169916,4207.67
169917,228.408
169918,1914.52
169919,935.661
169920,795.716
169921,766.12
169922,1453.56
169923,388.15
169924,784.985
169925,1124.52
169926,1820.93
169927,352.002
169928,616.235
169929,3759.14
169930,390.58
169931,290.67
169932,413.184
169933,279.597
169934,178.136
169935,1191.34
169936,1648.97
169937,609.342
169938,1514.16
169939,1368.94
169940,208.233
169941,429.283
169942,337.16099999999994
169943,808.137
169944,630.974
169945,1308.18
169946,1918.11
169947,277.283
169948,535.012
169949,1510.58
169950,704.334
169951,519.795
169952,630.533
169953,473.67
169954,1463.97
169955,115.646
169956,939.897
169957,502.094
169958,1293.28
169959,1242.5
169960,398.978
169961,246.919
169962,486.054
169963,148.936
169964,66.1267
169965,177.829
169966,1206.32
169967,1951.48
169968,1548.44
169969,4547.22
169970,1609.71
169971,2552.01
169972,285.314
169973,979.652
169974,610.72675
169975,1699.74
169976,2303.86
169977,342.936
169978,996.66
169979,4521.64
169980,678.8618333333333
169981,1004.81
169982,407.3535
169983,2199.83
169984,372.417
169985,1317.83
169986,1280.01
169987,1155.7
169988,208.639
169989,1660.67
169990,752.4415
169991,2742.21
169992,706.5275
169993,1069.95
169994,1603.4
169995,185.613
169996,161.411
169997,1907.01
169998,1417.18
169999,283.902
170000,177.556
170001,2726.16
170002,917.587
170003,408.232
170004,317.721
170005,723.761
170006,543.001
170007,476.381
170008,1454.27
170009,107.779
170010,624.99
170011,349.556
170012,452.205
170013,311.236
170014,2114.98
170015,311.54
170016,1358.31
170017,481.868
170018,94.897
170019,306.518
170020,415.792
170021,1164.77
170022,322.185
170023,2233.96
170024,1846.51
170025,2899.16
170026,4013.9
170027,668.959
170028,618.936
170029,1586.75
170030,349.457
170031,308.732
170032,1082.59
170033,601.635
170034,1585.02
170035,2390.25
170036,1537.25
170037,1342.03
170038,1344.77
170039,367.763
170040,204.278
170041,345.926
170042,231.993
170043,969.077
170044,409.304
170045,424.651
170046,341.994
170047,296.534
170048,615.288
170049,374.153
170050,1152.58
170051,475.576
170052,373.008
170053,605.52
170054,362.754
170055,245.41
170056,1282.55
170057,1324.05
170058,761.657
170059,3424.71
170060,153.556
170061,258.842
170062,1001.45
170063,874.082
170064,1330.34
170065,899.206
170066,303.5665
170067,1901.94
170068,988.834
170069,568.39
170070,137.33
170071,974.677
170072,346.775
170073,1285.96
170074,884.37
170075,1859.66
170076,691.912
170077,2293.47
170078,489.19
170079,1102.31
170080,2065.66
170081,2980.28
170082,347.794
170083,280.854
170084,2149.46
170085,2242.15
170086,353.272
170087,273.789
170088,956.962
170089,543.397
170090,32.0209
170091,2176.95
170092,2185.79
170093,1425.96
170094,165.686
170095,919.068
170096,2098.46
170097,616.638
170098,251.185
170099,293.647
170100,811.407
170101,308.112
170102,1349.92
170103,1883.29
170104,2393.8
170105,1085.46
170106,157.736
170107,1288.88
170108,2950.33
170109,3853.3
170110,126.607
170111,1448.91
170112,218.933
170113,417.009
170114,162.475
170115,906.668
170116,3451.3
170117,1518.99
170118,151.291
170119,2196.72
170120,180.089
170121,508.599
170122,1873.88
170123,482.756
170124,1600.52
170125,2147.27
170126,370.13
170127,286.12
170128,480.551
170129,1017.58
170130,521.312
170131,2714.1
170132,807.01
170133,378.32
170134,1731.03
170135,1146.91
170136,1555.23
170137,469.013
170138,1064.42
170139,1624.33
170140,488.052
170141,1250.75
170142,756.9794999999999
170143,315.14
170144,1515.03
170145,831.57
170146,1520.89
170147,259.649
170148,368.939
170149,2185.37
170150,1736.91
170151,359.896
170152,822.733
170153,1735.07
170154,457.016
170155,392.122
170156,116.429
170157,186.27325
170158,1059.56
170159,970.308
170160,306.853
170161,1076.91
170162,369.37
170163,1999.66
170164,315.719
170165,100.274
170166,2116.03
170167,286.789
170168,503.024
170169,2091.69
170170,1038.49
170171,1620.42
170172,405.652
170173,447.548
170174,1777.55
170175,208.217
170176,1955.63
170177,740.945
170178,1675.465
170179,1664.26
170180,1043.28
170181,1711.17
170182,378.094
170183,672.121
170184,1687.78
170185,2936.68
170186,1624.95
170187,277.833
170188,1671.56
170189,787.52
170190,227.647
170191,304.054
170192,2309.06
170193,256.969
170194,1424.46
170195,387.383
170196,3426.66
170197,3149.21
170198,2386.218
170199,191.517
170200,1331.72
170201,1122.73
170202,278.997
170203,3250.06
170204,328.446
170205,993.943
170206,1355.62
170207,1154.235
170208,479.046
170209,990.9074
170210,207.564
170211,689.187
170212,616.258
170213,2983.08
170214,1664.23
170215,198.821
170216,846.978
170217,1666.89
170218,1280.21
170219,835.41
170220,365.399
