,total_cases
83940,86986.0
83941,87232.0
83942,87389.0
83943,87586.0
83944,87667.0
83945,87723.0
83946,87797.0
83947,87970.0
83948,88159.0
83949,88259.0
83950,88431.0
83951,88480.0
83952,88530.0
83953,88666.0
83954,88775.0
83955,88907.0
83956,89014.0
83957,89123.0
83958,89170.0
83959,89216.0
83960,89349.0
83961,89466.0
83962,89587.0
83963,89681.0
83964,89746.0
83965,89788.0
83966,89818.0
83967,89926.0
83968,90005.0
83969,90149.0
83970,90209.0
83971,90311.0
83972,90341.0
83973,90370.0
83974,90467.0
83975,90558.0
83976,90630.0
83977,90705.0
83978,90807.0
83979,90855.0
83980,90905.0
83981,90961.0
83982,91026.0
83983,91122.0
83984,91169.0
83985,91222.0
83986,91249.0
83987,91272.0
83988,91304.0
83989,91369.0
83990,91421.0
83991,91469.0
83992,91536.0
83993,91554.0
83994,91578.0
83995,91601.0
83996,91652.0
83997,91725.0
83998,91765.0
83999,91802.0
84000,91843.0
84001,91868.0
84002,91927.0
84003,91972.0
84004,92018.0
84005,92018.0
84006,92089.0
84007,92127.0
84008,92226.0
84009,92279.0
84010,92355.0
84011,92513.0
84012,92705.0
84013,92705.0
84014,92950.0
84015,92950.0
84016,93591.0
84017,93920.0
84018,94649.0
84019,95177.0
84020,95946.0
84021,96331.0
84022,97066.0
84023,98194.0
84024,99463.0
84025,101056.0
84026,102505.0
84027,103458.0
84028,105172.0
84029,106379.0
84030,107721.0
84031,108983.0
84032,110250.0
84033,112218.0
84034,113438.0
84035,114986.0
84036,116084.0
84037,116944.0
84038,117717.0
84039,118727.0
84040,119565.0
84041,120682.0
84042,121436.0
84043,121963.0
84044,122463.0
84045,123047.0
84046,123047.0
84047,124102.0
84048,124512.0
84049,124806.0
84050,124967.0
84051,125250.0
84052,125517.0
84053,125781.0
84054,125993.0
84055,126222.0
84056,126350.0
84057,126437.0
84058,126589.0
84059,126732.0
84060,126886.0
84061,127054.0
84062,127163.0
84063,127233.0
84064,127294.0
84065,127377.0
84066,127436.0
84067,127516.0
84068,127610.0
84069,127665.0
84070,127706.0
84071,127741.0
84072,127799.0
84073,127856.0
84074,127916.0
84075,127961.0
84076,127986.0
84077,128053.0
84078,128079.0
84079,128108.0
84080,128142.0
84081,128166.0
84082,128179.0
84083,128213.0
84084,128228.0
84085,128246.0
84086,128273.0
84087,128318.0
84088,128354.0
84089,128379.0
84090,128400.0
84091,128418.0
84092,128426.0
84093,128456.0
84094,128477.0
84095,128500.0
84096,128539.0
84097,128565.0
84098,128565.0
84099,128594.0
84100,128607.0
84101,128628.0
84102,128628.0
84103,128679.0
84104,128704.0
84105,128727.0
84106,128735.0
84107,128757.0
84108,128786.0
84109,128811.0
84110,128811.0
84111,128869.0
84112,128869.0
84113,128924.0
84114,128950.0
84115,128972.0
84116,128972.0
84117,128972.0
84118,129050.0
84119,129093.0
84120,129108.0
84121,129133.0
84122,129168.0
84123,129203.0
84124,129238.0
84125,129281.0
84126,129312.0
84127,129347.0
84128,129373.0
84129,129441.0
84130,129489.0
84131,129489.0
84132,129632.0
84133,129681.0
84134,129747.0
84135,129862.0
84136,129978.0
84137,129978.0
84138,129978.0
84139,130299.0
84140,130388.0
84141,2.0
84142,2.0
84143,2.0
84144,2.0
84145,4.0
84146,4.0
84147,7.0
84148,7.0
84149,11.0
84150,15.0
84151,20.0
84152,20.0
84153,20.0
84154,22.0
84155,23.0
84156,23.0
84157,23.0
84158,24.0
84159,24.0
84160,26.0
84161,27.0
84162,28.0
84163,33.0
84164,43.0
84165,54.0
84166,60.0
84167,67.0
84168,79.0
84169,85.0
84170,95.0
84171,112.0
84172,137.0
84173,149.0
84174,160.0
84175,173.0
84176,192.0
84177,218.0
84178,236.0
84179,245.0
84180,259.0
84181,278.0
84182,298.0
84183,333.0
84184,365.0
84185,420.0
84186,466.0
84187,499.0
84188,527.0
84189,585.0
84190,640.0
84191,696.0
84192,733.0
84193,795.0
84194,826.0
84195,843.0
84196,893.0
84197,928.0
84198,968.0
84199,1022.0
84200,1059.0
84201,1104.0
84202,1144.0
84203,1217.0
84204,1314.0
84205,1416.0
84206,1530.0
84207,1728.0
84208,1907.0
84209,2001.0
84210,2255.0
84211,2535.0
84212,2818.0
84213,3154.0
84214,3525.0
84215,3876.0
84216,4110.0
84217,4485.0
84218,5020.0
84219,5614.0
84220,6250.0
84221,6951.0
84222,7473.0
84223,7773.0
84224,8277.0
84225,8835.0
84226,9398.0
84227,9958.0
84228,10548.0
84229,10914.0
84230,11258.0
84231,11641.0
84232,12037.0
84233,12469.0
84234,12854.0
84235,13186.0
84236,13405.0
84237,13576.0
84238,13860.0
84239,14076.0
84240,14284.0
84241,14558.0
84242,14861.0
84243,15061.0
84244,15229.0
84245,15354.0
84246,15455.0
84247,15553.0
84248,15640.0
84249,15755.0
84250,15824.0
84251,15861.0
84252,15948.0
84253,15998.0
84254,16096.0
84255,16148.0
84256,16202.0
84257,16226.0
84258,16259.0
84259,16287.0
84260,16321.0
84261,16362.0
84262,16385.0
84263,16410.0
84264,16451.0
84265,16472.0
84266,16502.0
84267,16528.0
84268,16588.0
84269,16661.0
84270,16706.0
84271,16741.0
84272,16778.0
84273,16829.0
84274,16858.0
84275,16902.0
84276,16949.0
84277,16995.0
84278,17033.0
84279,17054.0
84280,17099.0
84281,17135.0
84282,17179.0
84283,17240.0
84284,17285.0
84285,17360.0
84286,17432.0
84287,17474.0
84288,17520.0
84289,17589.0
84290,17650.0
84291,17714.0
84292,17769.0
84293,17812.0
84294,17869.0
84295,17965.0
84296,18047.0
84297,18152.0
84298,18244.0
84299,18357.0
84300,18467.0
84301,18605.0
84302,18732.0
84303,18926.0
84304,19176.0
84305,19450.0
84306,19658.0
84307,19834.0
84308,20042.0
84309,20249.0
84310,20604.0
84311,21034.0
84312,21420.0
84313,21827.0
84314,22086.0
84315,22419.0
84316,22869.0
84317,23493.0
84318,24090.0
84319,24751.0
84320,25262.0
84321,25680.0
84322,26312.0
84323,27107.0
84324,28088.0
84325,28867.0
84326,29668.0
84327,30507.0
84328,31107.0
84329,32092.0
84330,33362.0
84331,34670.0
84332,36256.0
84333,37790.0
84334,39121.0
84335,40086.0
84336,41332.0
84337,42687.0
84338,44172.0
84339,45777.0
84340,47348.0
84341,48789.0
84342,49627.0
84343,50324.0
84344,51303.0
84345,52475.0
84346,53831.0
84347,55062.0
84348,56079.0
84349,56726.0
84350,57642.0
84351,58712.0
84352,59890.0
84353,60927.0
84354,61911.0
84355,62655.0
84356,63148.0
84357,63863.0
84358,64766.0
84359,65629.0
84360,66505.0
84361,67349.0
84362,67949.0
84363,68385.0
84364,69018.0
84365,69610.0
84366,70267.0
84367,70854.0
84368,71452.0
84369,71903.0
84370,72194.0
84371,72703.0
84372,73211.0
84373,73923.0
84374,74565.0
84375,75211.0
84376,75650.0
84377,75916.0
84378,76447.0
84379,76998.0
84380,77487.0
84381,78059.0
84382,78655.0
84383,79135.0
84384,79445.0
84385,79776.0
84386,79995.0
84387,80477.0
84388,81050.0
84389,81689.0
84390,82174.0
84391,82476.0
84392,83003.0
84393,83579.0
84394,84212.0
84395,84754.0
84396,85328.0
84397,85728.0
84398,86007.0
84399,86507.0
84400,87013.0
84401,87640.0
84402,88243.0
84403,88921.0
84404,89357.0
84405,89635.0
84406,90133.0
84407,90685.0
84408,91393.0
84409,92032.0
84410,92655.0
84411,93085.0
84412,93401.0
84413,93882.0
84414,94497.0
84415,95113.0
84416,95858.0
84417,96584.0
84418,97077.0
84419,97487.0
84420,98133.0
84421,98864.0
84422,99672.0
84423,100446.0
84424,101323.0
84425,101936.0
84426,102423.0
84427,103288.0
84428,103912.0
84429,104960.0
84430,106103.0
84431,107436.0
84432,108386.0
84433,109166.0
84434,110449.0
84435,111993.0
84436,113652.0
84437,115356.0
84438,117091.0
84439,118530.0
84440,119480.0
84441,121180.0
84442,123374.0
84443,125759.0
84444,128180.0
84445,130772.0
84446,132931.0
84447,134449.0
84448,135678.0
84449,137620.0
84450,140120.0
84451,142651.0
84452,145326.0
84453,147388.0
84454,148824.0
84455,150857.0
84456,153289.0
84457,155806.0
84458,158258.0
84459,160766.0
84460,162804.0
84461,164335.0
84462,166511.0
84463,169321.0
84464,172290.0
84465,175085.0
84466,178122.0
84467,180505.0
84468,182186.0
84469,184612.0
84470,187608.0
84471,190817.0
84472,193654.0
84473,196643.0
84474,199134.0
84475,200945.0
84476,203639.0
84477,206915.0
84478,210661.0
84479,214493.0
84480,218378.0
84481,221322.0
84482,223719.0
84483,227346.0
84484,231217.0
84485,235749.0
84486,239005.0
84487,242076.0
84488,245242.0
84489,248585.0
84490,253534.0
84491,259583.0
84492,267225.0
84493,275182.0
84494,283036.0
84495,289144.0
84496,294050.0
84497,298647.0
84498,304564.0
84499,311220.0
84500,318393.0
84501,325435.0
84502,331195.0
84503,336132.0
84504,341467.0
84505,347029.0
84506,352693.0
84507,357750.0
84508,362476.0
84509,366466.0
84510,369229.0
84511,373082.0
84512,377056.0
84513,381187.0
84514,384725.0
84515,388067.0
84516,390740.0
84517,392533.0
84518,394857.0
84519,397491.0
84520,400069.0
84521,402439.0
84522,404716.0
84523,406346.0
84524,407563.0
84525,409131.0
84526,411017.0
84527,412707.0
84528,414007.0
84529,415367.0
84530,416729.0
84531,417694.0
84532,419002.0
84533,420450.0
84534,421986.0
84535,423287.0
84536,424520.0
84537,425552.0
84538,426292.0
84539,427373.0
84540,428294.0
84541,429370.0
84542,430424.0
84543,431637.0
84544,432636.0
84545,433334.0
84546,434222.0
84547,435465.0
84548,436634.0
84549,437782.0
84550,438825.0
84551,439896.0
84552,440496.0
84553,441623.0
84554,442936.0
84555,444253.0
84556,445524.0
84557,446843.0
84558,447830.0
84559,448525.0
84560,449658.0
84561,451191.0
84562,452688.0
84563,454151.0
84564,455667.0
84565,456785.0
84566,457601.0
84567,459101.0
84568,461018.0
84569,462933.0
84570,464958.0
84571,467029.0
84572,468811.0
84573,470156.0
84574,472243.0
84575,475086.0
84576,477691.0
84577,480445.0
84578,483217.0
84579,485684.0
84580,487255.0
84581,489921.0
84582,493369.0
84583,496865.0
84584,500353.0
84585,504118.0
84586,506954.0
84587,509058.0
84588,512510.0
84589,516817.0
84590,521386.0
84591,525910.0
84592,530703.0
84593,534787.0
84594,537690.0
84595,542040.0
84596,547326.0
84597,552818.0
84598,557922.0
84599,563517.0
84600,568116.0
84601,571430.0
84602,576391.0
84603,582174.0
84604,588087.0
84605,592771.0
84606,598754.0
84607,604644.0
84608,609108.0
84609,613298.0
84610,617358.0
84611,621728.0
84612,627778.0
84613,635016.0
84614,641500.0
84615,646440.0
84616,652675.0
84617,659726.0
84618,666600.0
84619,672862.0
84620,679279.0
84621,684535.0
84622,688212.0
84623,693436.0
84624,699227.0
84625,704939.0
84626,710184.0
84627,715219.0
84628,719258.0
84629,721969.0
84630,725861.0
84631,730394.0
84632,734526.0
84633,738229.0
84634,741822.0
84635,744696.0
84636,746487.0
84637,749126.0
84638,752160.0
84639,754991.0
84640,757583.0
84641,760233.0
84642,762253.0
84643,763533.0
84644,765414.0
84645,767652.0
84646,769694.0
84647,771628.0
84648,773569.0
84649,774951.0
84650,775884.0
84651,777301.0
84652,779008.0
84653,780558.0
84654,782178.0
84655,783696.0
84656,785002.0
84657,785870.0
84658,787305.0
84659,789085.0
84660,790759.0
84661,792469.0
84662,794100.0
84663,795382.0
84664,796383.0
84665,797763.0
84666,799583.0
84667,801337.0
84668,803112.0
84669,804990.0
84670,806475.0
84671,807504.0
84672,809172.0
84673,811361.0
84674,813607.0
84675,815883.0
84676,818341.0
84677,820371.0
84678,821876.0
84679,824260.0
84680,827452.0
84681,830870.0
84682,834303.0
84683,838189.0
84684,841290.0
84685,843618.0
84686,847377.0
84687,852326.0
84688,857725.0
84689,861959.0
84690,865553.0
84691,870592.0
84692,875301.0
84693,882971.0
84694,892599.0
84695,903351.0
84696,914182.0
84697,926604.0
84698,936852.0
84699,945330.0
84700,957431.0
84701,971743.0
84702,987060.0
84703,1002867.0
84704,1018688.0
84705,1033214.0
84706,1045392.0
84707,1056125.0
84708,1072153.0
84709,1091187.0
84710,1111683.0
84711,1131986.0
84712,1149874.0
84713,1164881.0
84714,1184986.0
84715,1209082.0
84716,1234423.0
84717,1260415.0
84718,1286077.0
84719,1308422.0
84720,1325346.0
84721,1347015.0
84722,1371426.0
84723,1396464.0
84724,1420783.0
84725,1443642.0
84726,1462979.0
84727,1476653.0
84728,1494372.0
84729,1514400.0
84730,1532616.0
84731,1549337.0
84732,1565351.0
84733,1578258.0
84734,1586482.0
84735,1597089.0
84736,1609477.0
84737,1619873.0
84738,1628732.0
84739,1637534.0
84740,1644747.0
84741,1648920.0
84742,1655199.0
84743,1662008.0
84744,1667699.0
84745,1672812.0
84746,1677512.0
84747,1680908.0
84748,1683129.0
84749,1684899.0
84750,1688142.0
84751,1691743.0
84752,1693838.0
84753,1696508.0
84754,1698644.0
84755,1699792.0
84756,1701514.0
84757,1703497.0
84758,1705072.0
84759,1706516.0
84760,1707759.0
84761,1708726.0
84762,1709325.0
84763,1710304.0
84764,1711429.0
84765,1712401.0
84766,1713228.0
84767,1714002.0
84768,1714555.0
84769,1714924.0
84770,1715531.0
84771,1716262.0
84772,1716879.0
84773,1717396.0
84774,1717896.0
84775,1718324.0
84776,1718554.0
84777,1718925.0
84778,1719313.0
84779,1719656.0
84780,1719980.0
84781,1720263.0
84782,1720495.0
84783,1720646.0
84784,1720956.0
84785,1721266.0
84786,1721539.0
84787,1721831.0
84788,1722115.0
84789,1722343.0
84790,1722427.0
84791,1722648.0
84792,1722912.0
84793,1723070.0
84794,1723295.0
84795,1723525.0
84796,1723682.0
84797,1723782.0
84798,1723976.0
84799,1724172.0
84800,1724379.0
84801,1724573.0
84802,1724767.0
84803,1724893.0
84804,1724967.0
84805,1725111.0
84806,1725310.0
84807,1725458.0
84808,1725611.0
84809,1725715.0
84810,1725850.0
84811,1725894.0
84812,1726001.0
84813,1726074.0
84814,1726186.0
84815,1726299.0
84816,1726419.0
84817,1726479.0
84818,1726555.0
84819,1726636.0
84820,1726751.0
84821,1726864.0
84822,1727005.0
84823,1727125.0
84824,1727229.0
84825,1727283.0
84826,1727382.0
84827,1727504.0
84828,1727658.0
84829,1727794.0
84830,1727925.0
84831,1728023.0
84832,1728090.0
84833,1728218.0
84834,1728377.0
84835,1728540.0
84836,1728701.0
84837,1728880.0
84838,1729030.0
84839,1729139.0
84840,1729357.0
84841,1729577.0
84842,1729824.0
84843,1730084.0
84844,1730347.0
84845,1730572.0
84846,1730735.0
84847,1731048.0
84848,1731446.0
84849,1731878.0
84850,1732296.0
84851,1732752.0
84852,1733229.0
84853,1733901.0
84854,1735050.0
84855,1737540.0
84856,1741837.0
84857,1747907.0
84858,1756209.0
84859,1764280.0
84860,1770545.0
84861,1776780.0
84862,1789824.0
84863,1808501.0
84864,1830381.0
84865,1856002.0
84866,1881481.0
84867,1902304.0
84868,1934391.0
84869,1975761.0
84870,2021758.0
84871,2071471.0
84872,2125882.0
84873,2175719.0
84874,2220382.0
84875,2282871.0
84876,2354358.0
84877,2433094.0
84878,2514804.0
84879,2599599.0
84880,2677602.0
84881,2738460.0
84882,2820053.0
84883,2914824.0
84884,3019169.0
84885,3117346.0
84886,3219621.0
84887,3309439.0
84888,3377378.0
84889,3478462.0
84890,3576261.0
84891,3675865.0
84892,3774164.0
84893,3842551.0
84894,3919931.0
84895,3979984.0
84896,4064142.0
84897,4155027.0
84898,4250142.0
84899,4337780.0
84900,4419254.0
84901,4490748.0
84902,4542657.0
84903,4612104.0
84904,4692406.0
84905,4753558.0
84906,4819151.0
84907,4891242.0
84908,4954865.0
84909,5005881.0
84910,5071249.0
84911,5143818.0
84912,5214086.0
84913,5277655.0
84914,5341246.0
84915,5395143.0
84916,5432145.0
84917,5486083.0
84918,5549755.0
84919,5610818.0
84920,5666630.0
84921,5721856.0
84922,5772715.0
84923,5805074.0
84924,5855769.0
84925,5913591.0
84926,5967069.0
84927,6016178.0
84928,6060771.0
84929,6100331.0
84930,6127897.0
84931,6148049.0
84932,6188977.0
84933,6238527.0
84934,6285894.0
84935,6333118.0
84936,6376338.0
84937,6406058.0
84938,6450423.0
84939,6504032.0
84940,6555585.0
84941,6604726.0
84942,6653421.0
84943,6700637.0
84944,6730654.0
84945,6776236.0
84946,6830997.0
84947,6885876.0
84948,6937720.0
84949,6990349.0
84950,7039397.0
84951,7072493.0
84952,7122173.0
84953,7179839.0
84954,7235040.0
84955,7284737.0
84956,7332261.0
84957,7371466.0
84958,7395608.0
84959,7436434.0
84960,7484263.0
84961,7531317.0
84962,7574215.0
84963,7618107.0
84964,7656600.0
84965,7681363.0
84966,7721795.0
84967,7767997.0
84968,7809668.0
84969,7846274.0
84970,7871253.0
84971,7898133.0
84972,7917391.0
84973,7947818.0
84974,
84975,
84976,
84977,
84978,
84979,
84980,
84981,
84982,
84983,
84984,
84985,
84986,
84987,
84988,
84989,
84990,
84991,
84992,
84993,
84994,
84995,
84996,
84997,
84998,
84999,
85000,
85001,
85002,
85003,
85004,
85005,
85006,
85007,
85008,
85009,
85010,
85011,
85012,
85013,
85014,
85015,
85016,
85017,
85018,
85019,
85020,
85021,
85022,
85023,
85024,
85025,
85026,
85027,
85028,
85029,
85030,
85031,
85032,
85033,
85034,
85035,
85036,
85037,
85038,
85039,
85040,
85041,
85042,
85043,
85044,
85045,
85046,
85047,
85048,
85049,
85050,
85051,
85052,
85053,
85054,
85055,
85056,
85057,
85058,
85059,
85060,
85061,
85062,
85063,
85064,
85065,
85066,
85067,
85068,
85069,
85070,
85071,
85072,
85073,
85074,
85075,
85076,
85077,
85078,
85079,
85080,
85081,
85082,
85083,
85084,
85085,
85086,
85087,
85088,
85089,
85090,
85091,
85092,
85093,
85094,
85095,
85096,
85097,
85098,
85099,
85100,
85101,
85102,
85103,
85104,
85105,
85106,
85107,
85108,
85109,
85110,
85111,
85112,
85113,
85114,
85115,
85116,
85117,
85118,
85119,
85120,
85121,
85122,
85123,
85124,
85125,
85126,
85127,
85128,
85129,
85130,
85131,
85132,
85133,
85134,
85135,
85136,
85137,
85138,
85139,
85140,
85141,
85142,
85143,
85144,
85145,
85146,
85147,
85148,
85149,
85150,
85151,
85152,
85153,
85154,
85155,
85156,
85157,
85158,
85159,
85160,
85161,
85162,
85163,
85164,
85165,
85166,
85167,
85168,
85169,
85170,
85171,
85172,
85173,
85174,
85175,
85176,
85177,
85178,
85179,
85180,
85181,
85182,
85183,
85184,
85185,
85186,
85187,
85188,
85189,
85190,
85191,
85192,
85193,
85194,
85195,
85196,
85197,
85198,
85199,
85200,
85201,
85202,
85203,
85204,
85205,
85206,
85207,
85208,
85209,
85210,
85211,
85212,
85213,
85214,
85215,
85216,
85217,
85218,
85219,
85220,
85221,
85222,
85223,
85224,
85225,
85226,
85227,
85228,
85229,
85230,
85231,
85232,
85233,
85234,
85235,
85236,
85237,
85238,
85239,
85240,
85241,
85242,
85243,
85244,
85245,
85246,
85247,
85248,
85249,
85250,
85251,
85252,
85253,
85254,
85255,
85256,
85257,
85258,
85259,
85260,
85261,
85262,
85263,
85264,
85265,
85266,
85267,
85268,
85269,
85270,
85271,
85272,
85273,
85274,
85275,
85276,
85277,
85278,
85279,
85280,
85281,
85282,
85283,
85284,
85285,
85286,
85287,
85288,
85289,
85290,
85291,
85292,
85293,
85294,
85295,
85296,
85297,
85298,
85299,
85300,
85301,
85302,
85303,
85304,
85305,
85306,
85307,
85308,
85309,
85310,
85311,
85312,
85313,
85314,
85315,
85316,
85317,
85318,
85319,
85320,
85321,
85322,
85323,
85324,
85325,
85326,
85327,
85328,
85329,
85330,
85331,
85332,
85333,
85334,
85335,
85336,
85337,
85338,
85339,
85340,
85341,
85342,
85343,
85344,
85345,
85346,
85347,
85348,
85349,
85350,
85351,
85352,
85353,
85354,
85355,
85356,
85357,
85358,
85359,
85360,
85361,
85362,
85363,
85364,
85365,
85366,
85367,
85368,
85369,
85370,
85371,
85372,
85373,
85374,
85375,
85376,
85377,
85378,
85379,
85380,
85381,1.0
85382,1.0
85383,1.0
85384,1.0
85385,1.0
85386,1.0
85387,1.0
85388,1.0
85389,1.0
85390,1.0
85391,1.0
85392,1.0
85393,8.0
85394,17.0
85395,34.0
85396,52.0
85397,69.0
85398,85.0
85399,85.0
85400,112.0
85401,127.0
85402,154.0
85403,172.0
85404,212.0
85405,235.0
85406,246.0
85407,259.0
85408,268.0
85409,274.0
85410,278.0
85411,299.0
85412,310.0
85413,323.0
85414,345.0
85415,349.0
85416,353.0
85417,358.0
85418,372.0
85419,372.0
85420,381.0
85421,389.0
85422,391.0
85423,397.0
85424,401.0
85425,402.0
85426,407.0
85427,413.0
85428,417.0
85429,425.0
85430,428.0
85431,435.0
85432,437.0
85433,441.0
85434,444.0
85435,447.0
85436,449.0
85437,449.0
85438,451.0
85439,453.0
85440,459.0
85441,460.0
85442,461.0
85443,465.0
85444,471.0
85445,473.0
85446,494.0
85447,508.0
85448,522.0
85449,540.0
85450,562.0
85451,576.0
85452,582.0
85453,586.0
85454,596.0
85455,607.0
85456,613.0
85457,629.0
85458,649.0
85459,672.0
85460,684.0
85461,700.0
85462,704.0
85463,708.0
85464,711.0
85465,718.0
85466,720.0
85467,728.0
85468,730.0
85469,734.0
85470,739.0
85471,746.0
85472,755.0
85473,757.0
85474,765.0
85475,784.0
85476,795.0
85477,808.0
85478,831.0
85479,845.0
85480,863.0
85481,890.0
85482,915.0
85483,953.0
85484,961.0
85485,979.0
85486,981.0
85487,987.0
85488,1001.0
85489,1008.0
85490,1015.0
85491,1033.0
85492,1042.0
85493,1047.0
85494,1071.0
85495,1086.0
85496,1104.0
85497,1111.0
85498,1121.0
85499,1128.0
85500,1132.0
85501,1133.0
85502,1136.0
85503,1147.0
85504,1150.0
85505,1164.0
85506,1167.0
85507,1169.0
85508,1169.0
85509,1169.0
85510,1173.0
85511,1176.0
85512,1179.0
85513,1183.0
85514,1198.0
85515,1201.0
85516,1206.0
85517,1209.0
85518,1214.0
85519,1218.0
85520,1223.0
85521,1113.0
85522,1120.0
85523,1131.0
85524,1146.0
85525,1154.0
85526,1168.0
85527,1176.0
85528,1182.0
85529,1187.0
85530,1191.0
85531,1193.0
85532,1208.0
85533,1213.0
85534,1218.0
85535,1224.0
85536,1231.0
85537,1232.0
85538,1237.0
85539,1246.0
85540,1252.0
85541,1268.0
85542,1283.0
85543,1303.0
85544,1320.0
85545,1329.0
85546,1339.0
85547,1378.0
85548,1398.0
85549,1438.0
85550,1482.0
85551,1498.0
85552,1532.0
85553,1576.0
85554,1609.0
85555,1639.0
85556,1716.0
85557,1756.0
85558,1801.0
85559,1869.0
85560,1893.0
85561,1966.0
85562,2034.0
85563,2097.0
85564,2161.0
85565,2233.0
85566,2301.0
85567,2353.0
85568,2411.0
85569,2478.0
85570,2581.0
85571,2659.0
85572,2739.0
85573,2945.0
85574,3062.0
85575,3314.0
85576,3528.0
85577,3677.0
85578,3852.0
85579,4131.0
85580,4344.0
85581,4540.0
85582,4779.0
85583,5045.0
85584,5679.0
85585,6042.0
85586,6591.0
85587,7211.0
85588,8061.0
85589,8492.0
85590,9226.0
85591,10049.0
85592,11825.0
85593,13101.0
85594,13650.0
85595,14749.0
85596,15640.0
85597,17464.0
85598,19001.0
85599,20200.0
85600,21517.0
85601,22763.0
85602,23998.0
85603,24926.0
85604,26073.0
85605,28127.0
85606,30550.0
85607,33009.0
85608,34548.0
85609,36053.0
85610,37573.0
85611,38937.0
85612,40972.0
85613,43620.0
85614,46441.0
85615,48930.0
85616,50750.0
85617,53087.0
85618,55055.0
85619,58855.0
85620,61942.0
85621,65385.0
85622,69306.0
85623,72607.0
85624,75866.0
85625,81743.0
85626,86576.0
85627,91234.0
85628,95864.0
85629,101248.0
85630,104802.0
85631,109321.0
85632,114986.0
85633,120982.0
85634,126401.0
85635,132086.0
85636,136555.0
85637,141305.0
85638,143678.0
85639,149539.0
85640,155993.0
85641,163926.0
85642,169395.0
85643,174335.0
85644,178161.0
85645,183429.0
85646,188410.0
85647,192996.0
85648,198021.0
85649,203021.0
85650,207601.0
85651,210709.0
85652,214307.0
85653,219430.0
85654,223617.0
85655,227208.0
85656,231237.0
85657,234353.0
85658,237513.0
85659,240089.0
85660,244069.0
85661,247131.0
85662,250219.0
85663,253121.0
85664,255459.0
85665,257275.0
85666,259614.0
85667,262477.0
85668,265024.0
85669,267585.0
85670,269806.0
85671,271514.0
85672,272797.0
85673,274949.0
85674,277448.0
85675,279892.0
85676,281983.0
85677,283690.0
85678,285306.0
85679,286356.0
85680,287946.0
85681,289748.0
85682,291393.0
85683,293067.0
85684,294494.0
85685,295765.0
85686,296668.0
85687,298208.0
85688,299831.0
85689,301303.0
85690,302856.0
85691,304071.0
85692,305163.0
85693,305959.0
85694,307209.0
85695,308670.0
85696,309846.0
85697,310968.0
85698,312043.0
85699,312851.0
85700,313557.0
85701,314514.0
85702,315544.0
85703,316427.0
85704,317405.0
85705,318181.0
85706,318911.0
85707,319519.0
85708,320453.0
85709,321298.0
85710,322241.0
85711,323111.0
85712,324169.0
85713,325033.0
85714,325674.0
85715,326855.0
85716,328062.0
85717,329194.0
85718,330474.0
85719,331768.0
85720,332990.0
85721,333855.0
85722,335154.0
85723,336839.0
85724,338322.0
85725,340177.0
85726,341984.0
85727,343563.0
85728,344803.0
85729,347250.0
85730,349562.0
85731,352219.0
85732,355106.0
85733,356744.0
85734,357611.0
85735,359811.0
85736,363728.0
85737,368278.0
85738,372417.0
85739,376441.0
85740,380268.0
85741,383912.0
85742,386496.0
85743,391090.0
85744,397158.0
85745,402282.0
85746,407617.0
85747,413350.0
85748,417934.0
85749,421415.0
85750,427717.0
85751,435130.0
85752,442202.0
85753,448851.0
85754,457151.0
85755,464856.0
85756,469000.0
85757,477053.0
85758,486470.0
85759,495380.0
85760,504915.0
85761,514107.0
85762,521461.0
85763,526666.0
85764,535455.0
85765,544724.0
85766,553727.0
85767,562857.0
85768,571290.0
85769,577734.0
85770,582133.0
85771,589316.0
85772,597256.0
85773,605007.0
85774,611577.0
85775,618059.0
85776,622833.0
85777,626875.0
85778,632907.0
85779,639444.0
85780,645449.0
85781,650681.0
85782,655456.0
85783,659250.0
85784,662395.0
85785,665735.0
85786,669300.0
85787,672090.0
85788,676175.0
85789,679138.0
85790,681870.0
85791,683466.0
85792,685973.0
85793,689482.0
85794,692181.0
85795,695390.0
85796,697487.0
85797,699164.0
85798,700423.0
85799,702154.0
85800,704540.0
85801,706355.0
85802,708265.0
85803,709817.0
85804,711373.0
85805,712077.0
85806,712901.0
85807,714173.0
85808,715703.0
85809,716923.0
85810,717930.0
85811,718632.0
85812,719233.0
85813,719233.0
85814,720998.0
85815,721853.0
85816,721853.0
85817,722754.0
85818,722754.0
85819,722754.0
85820,724154.0
85821,725258.0
85822,726432.0
85823,726432.0
85824,726432.0
85825,726432.0
85826,726432.0
85827,726432.0
85828,731436.0
85829,731436.0
85830,731436.0
85831,734039.0
85832,734659.0
85833,734659.0
85834,734659.0
85835,736534.0
85836,737284.0
85837,737888.0
85838,738521.0
85839,739015.0
85840,739319.0
85841,739847.0
85842,740502.0
85843,741101.0
85844,741699.0
85845,742178.0
85846,742521.0
85847,742831.0
85848,743331.0
85849,743877.0
85850,744377.0
85851,744844.0
85852,745366.0
85853,745667.0
85854,745978.0
85855,746480.0
85856,747000.0
85857,747504.0
85858,748103.0
85859,748685.0
85860,749046.0
85861,749319.0
85862,749784.0
85863,750389.0
85864,750886.0
85865,751404.0
85866,751937.0
85867,752395.0
85868,752617.0
85869,753192.0
85870,753776.0
85871,754281.0
85872,754927.0
85873,755480.0
85874,755948.0
85875,756354.0
85876,756923.0
85877,757690.0
85878,758291.0
