,total_cases
1818,12226.0
1819,12385.0
1820,12535.0
1821,12666.0
1822,12787.0
1823,12921.0
1824,13045.0
1825,13153.0
1826,13259.0
1827,13391.0
1828,13518.0
1829,13649.0
1830,13806.0
1831,13965.0
1832,14117.0
1833,14266.0
1834,14410.0
1835,14568.0
1836,14730.0
1837,14899.0
1838,15066.0
1839,15231.0
1840,15399.0
1841,15570.0
1842,15752.0
1843,15955.0
1844,16212.0
1845,16501.0
1846,16774.0
1847,17055.0
1848,17350.0
1849,17651.0
1850,17948.0
1851,18250.0
1852,18556.0
1853,18858.0
1854,19157.0
1855,19445.0
1856,19729.0
1857,20040.0
1858,20315.0
1859,20634.0
1860,20875.0
1861,21202.0
1862,21523.0
1863,21904.0
1864,22300.0
1865,22721.0
1866,23210.0
1867,23705.0
1868,24206.0
1869,24731.0
1870,25294.0
1871,25801.0
1872,26211.0
1873,26701.0
1874,27233.0
1875,27830.0
1876,28432.0
1877,29126.0
1878,29837.0
1879,30623.0
1880,31459.0
1881,32196.0
1882,32761.0
1883,33556.0
1884,34300.0
1885,34944.0
1886,35600.0
1887,36245.0
1888,36790.0
1889,37625.0
1890,38182.0
1891,39014.0
1892,39719.0
1893,40501.0
1894,41302.0
1895,42148.0
1896,42988.0
1897,43683.0
1898,44436.0
1899,45188.0
1900,46061.0
1901,46863.0
1902,47742.0
1903,48530.0
1904,49191.0
1905,50000.0
1906,50637.0
1907,51424.0
1908,52004.0
1909,52542.0
1910,53003.0
1911,53425.0
1912,53814.0
1913,54317.0
1914,54827.0
1915,55380.0
1916,55755.0
1917,56254.0
1918,56572.0
1919,57146.0
1920,57727.0
1921,58316.0
1922,58316.0
1923,58991.0
1924,59438.0
1925,59623.0
1926,60283.0
1927,61008.0
1928,61705.0
1929,62378.0
1930,63033.0
1931,63595.0
1932,63971.0
1933,64627.0
1934,65334.0
1935,65994.0
1936,66635.0
1937,67216.0
1938,67690.0
1939,67982.0
1940,68568.0
1941,69238.0
1942,69916.0
1943,70655.0
1944,71441.0
1945,72274.0
1946,72812.0
1947,73691.0
1948,74567.0
1949,75454.0
1950,76350.0
1951,77251.0
1952,78127.0
1953,78992.0
1954,79934.0
1955,80941.0
1956,81993.0
1957,83082.0
1958,84212.0
1959,85336.0
1960,86289.0
1961,87528.0
1962,88671.0
1963,89776.0
1964,90835.0
1965,91987.0
1966,93075.0
1967,93850.0
1968,94651.0
1969,95726.0
1970,96838.0
1971,97909.0
1972,99062.0
1973,100246.0
1974,101285.0
1975,102306.0
1976,103327.0
1977,104313.0
1978,105229.0
1979,106215.0
1980,107167.0
1981,107931.0
1982,108823.0
1983,109674.0
1984,110521.0
1985,111301.0
1986,112078.0
1987,112897.0
1988,113580.0
1989,114209.0
1990,114840.0
1991,115442.0
1992,116123.0
1993,116821.0
1994,117474.0
1995,118017.0
1996,118492.0
1997,118938.0
1998,119528.0
1999,120022.0
2000,120541.0
2001,121200.0
2002,121544.0
2003,121847.0
2004,122295.0
2005,122767.0
2006,123216.0
2007,123641.0
2008,124134.0
2009,124419.0
2010,124723.0
2011,125157.0
2012,125506.0
2013,125842.0
2014,126183.0
2015,126531.0
2016,126795.0
2017,126936.0
2018,127192.0
2019,127509.0
2020,127795.0
2021,128155.0
2022,128393.0
2023,128518.0
2024,128752.0
2025,128959.0
2026,129128.0
2027,129307.0
2028,129456.0
2029,129594.0
2030,129694.0
2031,129842.0
2032,129980.0
2033,130114.0
2034,130270.0
2035,130409.0
2036,130537.0
2037,130606.0
2038,130736.0
2039,130859.0
2040,130977.0
2041,131085.0
2042,131185.0
2043,131238.0
2044,131276.0
2045,131327.0
2046,131419.0
2047,131510.0
2048,131577.0
2049,131666.0
2050,131723.0
2051,131753.0
2052,131803.0
2053,131845.0
2054,131890.0
2055,131939.0
2056,131978.0
2057,132015.0
2058,132032.0
2059,132071.0
2060,132095.0
2061,132118.0
2062,132153.0
2063,132176.0
2064,132209.0
2065,132215.0
2066,132229.0
2067,132244.0
2068,132264.0
2069,132285.0
2070,132297.0
2071,132309.0
2072,132315.0
2073,132337.0
2074,132351.0
2075,132360.0
2076,132372.0
2077,132374.0
2078,132379.0
2079,132384.0
2080,132397.0
2081,132415.0
2082,132426.0
2083,132437.0
2084,132449.0
2085,132459.0
2086,132461.0
2087,132469.0
2088,132476.0
2089,132481.0
2090,132484.0
2091,132488.0
2092,132490.0
2093,132490.0
2094,132496.0
2095,132497.0
2096,132499.0
2097,132506.0
2098,132509.0
2099,132512.0
2100,132513.0
2101,132514.0
2102,132521.0
2103,132523.0
2104,132526.0
2105,132534.0
2106,132535.0
2107,132537.0
2108,132544.0
2109,132557.0
2110,132565.0
2111,132580.0
2112,132587.0
2113,132592.0
2114,132597.0
2115,132608.0
2116,132616.0
2117,132629.0
2118,132647.0
2119,132665.0
2120,132686.0
2121,132697.0
2122,132740.0
2123,132763.0
2124,132797.0
2125,132828.0
2126,132853.0
2127,132875.0
2128,132891.0
2129,132922.0
2130,132952.0
2131,132999.0
2132,133036.0
2133,133081.0
2134,133121.0
2135,133146.0
2136,133211.0
2137,133310.0
2138,133442.0
2139,133591.0
2140,133730.0
2141,133912.0
2142,133981.0
2143,134201.0
2144,134487.0
2145,134761.0
2146,135140.0
2147,135550.0
2148,135947.0
2149,136147.0
2150,136598.0
2151,137075.0
2152,137597.0
2153,138132.0
2154,138790.0
2155,139324.0
2156,139721.0
2157,140521.0
2158,141365.0
2159,142253.0
2160,143174.0
2161,144079.0
2162,144847.0
2163,145333.0
2164,146387.0
2165,147369.0
2166,148222.0
2167,149117.0
2168,150101.0
2169,150997.0
2170,151499.0
2171,152239.0
2172,153318.0
2173,154316.0
2174,155293.0
2175,156162.0
2176,157026.0
2177,157436.0
2178,158431.0
2179,159423.0
2180,160365.0
2181,161324.0
2182,162173.0
2183,162953.0
2184,163404.0
2185,164276.0
2186,165096.0
2187,165864.0
2188,166690.0
2189,167354.0
2190,167893.0
2191,168188.0
2192,168782.0
2193,169462.0
2194,170131.0
2195,170778.0
2196,171327.0
2197,171794.0
2198,171794.0
2199,172618.0
2200,173190.0
2201,173723.0
2202,174168.0
2203,174643.0
2204,174968.0
2205,175163.0
2206,175664.0
2207,176172.0
2208,176667.0
2209,177108.0
2210,177536.0
2211,177971.0
2212,178188.0
2213,178804.0
2214,179463.0
2215,180029.0
2216,180623.0
2217,181252.0
2218,181696.0
2219,181960.0
2220,182610.0
2221,183282.0
2222,183873.0
2223,184340.0
2224,184887.0
2225,185300.0
2226,185497.0
2227,186222.0
2228,186793.0
2229,187363.0
2230,187994.0
2231,187994.0
2232,189125.0
2233,189355.0
2234,190125.0
2235,190815.0
2236,191440.0
2237,192013.0
2238,192600.0
2239,193075.0
2240,193269.0
2241,193856.0
2242,194472.0
2243,195021.0
2244,195523.0
2245,195988.0
2246,195988.0
2247,196611.0
2248,197167.0
2249,197776.0
2250,198292.0
2251,198732.0
2252,199137.0
2253,199555.0
2254,199750.0
2255,199945.0
2256,200173.0
2257,200639.0
2258,201045.0
2259,201402.0
2260,201730.0
2261,201902.0
2262,202295.0
2263,202641.0
2264,202863.0
2265,203215.0
2266,203524.0
2267,203787.0
2268,203925.0
2269,204301.0
2270,204627.0
2271,204928.0
2272,205224.0
2273,205549.0
2274,205777.0
2275,205897.0
2276,206273.0
2277,206616.0
2278,206935.0
2279,207221.0
2280,207542.0
2281,207709.0
2282,207709.0
2283,208352.0
2284,208899.0
2285,208899.0
2286,210224.0
2287,210224.0
2288,210885.0
2289,210885.0
2290,212021.0
2291,212021.0
2292,213257.0
2293,214905.0
2294,214905.0
2295,219694.0
2296,220487.0
2297,222664.0
2298,224569.0
2299,226598.0
2300,228777.0
2301,230940.0
2302,232637.0
2303,233654.0
2304,236486.0
2305,239129.0
2306,241512.0
2307,244182.0
2308,246412.0
2309,248070.0
2310,248070.0
2311,248859.0
2312,251015.0
2313,252577.0
2314,254126.0
2315,254126.0
2316,255741.0
2317,258543.0
2318,258543.0
2319,261240.0
2320,261240.0
2321,263172.0
2322,263172.0
2323,264624.0
2324,264875.0
2325,265716.0
2326,266416.0
2327,267020.0
2328,267020.0
2329,267551.0
2330,268008.0
2331,268304.0
2332,268491.0
2333,268940.0
2334,269301.0
2335,269601.0
2336,269904.0
2337,270164.0
2338,270370.0
2339,270455.0
2340,270734.0
2341,270947.0
2342,271141.0
2343,271141.0
2344,271527.0
2345,271563.0
2346,271702.0
2347,271825.0
2348,271825.0
2349,272030.0
2350,272030.0
2351,272210.0
2352,272250.0
2353,272337.0
2354,272412.0
2355,272479.0
2356,272552.0
2357,272621.0
2358,272663.0
2359,272689.0
2360,272711.0
2361,272804.0
2362,272885.0
2363,272961.0
2364,273040.0
2365,273088.0
2366,273088.0
2367,273146.0
2368,273164.0
2369,273257.0
2370,273318.0
2371,273387.0
2372,273432.0
2373,273432.0
2374,273529.0
2375,273608.0
2376,273677.0
2377,273759.0
2378,273823.0
2379,273870.0
2380,273913.0
2381,274000.0
2382,274055.0
2383,274108.0
2384,274136.0
2385,274191.0
2386,274219.0
2387,274219.0
2388,274272.0
2389,274320.0
2390,274376.0
2391,274429.0
2392,274462.0
2393,274504.0
2394,274520.0
2395,274535.0
2396,274606.0
2397,274606.0
2398,274737.0
2399,274791.0
2400,274828.0
2401,274828.0
2402,274862.0
2403,274929.0
2404,275002.0
2405,275055.0
2406,275107.0
2407,275167.0
2408,275177.0
2409,275191.0
2410,1.0
2411,1.0
2412,1.0
2413,1.0
2414,1.0
2415,1.0
2416,3.0
2417,5.0
2418,12.0
2419,12.0
2420,17.0
2421,17.0
2422,19.0
2423,20.0
2424,20.0
2425,20.0
2426,24.0
2427,26.0
2428,37.0
2429,48.0
2430,54.0
2431,60.0
2432,74.0
2433,87.0
2434,90.0
2435,139.0
2436,201.0
2437,230.0
2438,264.0
2439,302.0
2440,367.0
2441,409.0
2442,454.0
2443,511.0
2444,584.0
2445,716.0
2446,847.0
2447,986.0
2448,1171.0
2449,1251.0
2450,1320.0
2451,1423.0
2452,1468.0
2453,1572.0
2454,1666.0
2455,1761.0
2456,1825.0
2457,1914.0
2458,1983.0
2459,2070.0
2460,2160.0
2461,2268.0
2462,2418.0
2463,2534.0
2464,2629.0
2465,2718.0
2466,2811.0
2467,2910.0
2468,3007.0
2469,3127.0
2470,3256.0
2471,3382.0
2472,3517.0
2473,3649.0
2474,3848.0
2475,4006.0
2476,4154.0
2477,4295.0
2478,4474.0
2479,4648.0
2480,4838.0
2481,4997.0
2482,5182.0
2483,5369.0
2484,5558.0
2485,5723.0
2486,5891.0
2487,6067.0
2488,6253.0
2489,6442.0
2490,6629.0
2491,6821.0
2492,7019.0
2493,7201.0
2494,7377.0
2495,7542.0
2496,7728.0
2497,7918.0
2498,8113.0
2499,8306.0
2500,8503.0
2501,8697.0
2502,8857.0
2503,8997.0
2504,9134.0
2505,9267.0
2506,9394.0
2507,9513.0
2508,9626.0
2509,9733.0
2510,9831.0
2511,9935.0
2512,10050.0
2513,10154.0
2514,10265.0
2515,10382.0
2516,10484.0
2517,10589.0
2518,10698.0
2519,10810.0
2520,10919.0
2521,11031.0
2522,11147.0
2523,11268.0
2524,11385.0
2525,11504.0
2526,11631.0
2527,11771.0
2528,11920.0
2529,12076.0
2530,12248.0
2531,12445.0
2532,12685.0
2533,12968.0
2534,13273.0
2535,13571.0
2536,13907.0
2537,14272.0
2538,14657.0
2539,15070.0
2540,15500.0
2541,15941.0
2542,16404.0
2543,16879.0
2544,17348.0
2545,17808.0
2546,18242.0
2547,18712.0
2548,19195.0
2549,19689.0
2550,20216.0
2551,20770.0
2552,21355.0
2553,21948.0
2554,22549.0
2555,23084.0
2556,23691.0
2557,24278.0
2558,24872.0
2559,25484.0
2560,26159.0
2561,26764.0
2562,27357.0
2563,27973.0
2564,28615.0
2565,29229.0
2566,29831.0
2567,30394.0
2568,30950.0
2569,31465.0
2570,31972.0
2571,32504.0
2572,33055.0
2573,33626.0
2574,34155.0
2575,34693.0
2576,35160.0
2577,35712.0
2578,36204.0
2579,36699.0
2580,37187.0
2581,37664.0
2582,38133.0
2583,38583.0
2584,39025.0
2585,39444.0
2586,39847.0
2587,40258.0
2588,40667.0
2589,41068.0
2590,41460.0
2591,41858.0
2592,42228.0
2593,42619.0
2594,43016.0
2595,43403.0
2596,43781.0
2597,44146.0
2598,44494.0
2599,44833.0
2600,45158.0
2601,45469.0
2602,45773.0
2603,46071.0
2604,46364.0
2605,46653.0
2606,46938.0
2607,47216.0
2608,47488.0
2609,47752.0
2610,48007.0
2611,48254.0
2612,48496.0
2613,48734.0
2614,48966.0
2615,49194.0
2616,49413.0
2617,49623.0
2618,49826.0
2619,50023.0
2620,50214.0
2621,50400.0
2622,50579.0
2623,50754.0
2624,50914.0
2625,51067.0
2626,51213.0
2627,51368.0
2628,51530.0
2629,51690.0
2630,51847.0
2631,51995.0
2632,52136.0
2633,52270.0
2634,52399.0
2635,52520.0
2636,52658.0
2637,52804.0
2638,52940.0
2639,53072.0
2640,53325.0
2641,53399.0
2642,53584.0
2643,53777.0
2644,53998.0
2645,54203.0
2646,54402.0
2647,54616.0
2648,54829.0
2649,55081.0
2650,55357.0
2651,55630.0
2652,55880.0
2653,56143.0
2654,56419.0
2655,56706.0
2656,57026.0
2657,57332.0
2658,57651.0
2659,57942.0
2660,58272.0
2661,58574.0
2662,58979.0
2663,59527.0
2664,60169.0
2665,60800.0
2666,61381.0
2667,62051.0
2668,62693.0
2669,63446.0
2670,64257.0
2671,65108.0
2672,65975.0
2673,66819.0
2674,67679.0
2675,68589.0
2676,69591.0
2677,70629.0
2678,71652.0
2679,72755.0
2680,73774.0
2681,74862.0
2682,75867.0
2683,77000.0
2684,78025.0
2685,79110.0
2686,80168.0
2687,81212.0
2688,82221.0
2689,83199.0
2690,84152.0
2691,85084.0
2692,85927.0
2693,86730.0
2694,87502.0
2695,88252.0
2696,88825.0
2697,89416.0
2698,90014.0
2699,90579.0
2700,91121.0
2701,91638.0
2702,92102.0
2703,92597.0
2704,93065.0
2705,93507.0
2706,93933.0
2707,94371.0
2708,94781.0
2709,95203.0
2710,95659.0
2711,96069.0
2712,96549.0
2713,97007.0
2714,97441.0
2715,97857.0
2716,98249.0
2717,98631.0
2718,98988.0
2719,99311.0
2720,99610.0
2721,99897.0
2722,100159.0
2723,100408.0
2724,100645.0
2725,100873.0
2726,101120.0
2727,101382.0
2728,101657.0
2729,101913.0
2730,102144.0
2731,102369.0
2732,102641.0
2733,102860.0
2734,103127.0
2735,103381.0
2736,103611.0
2737,103833.0
2738,104092.0
2739,104341.0
2740,104606.0
2741,104852.0
2742,105124.0
2743,105369.0
2744,105596.0
2745,105854.0
2746,106097.0
2747,106359.0
2748,106610.0
2749,106887.0
2750,107122.0
2751,107339.0
2752,107578.0
2753,107841.0
2754,108116.0
2755,108381.0
2756,108629.0
2757,108629.0
2758,109088.0
2759,109313.0
2760,109559.0
2761,109782.0
2762,110049.0
2763,110303.0
2764,110513.0
2765,110711.0
2766,110894.0
2767,111069.0
2768,111247.0
2769,111418.0
2770,111600.0
2771,111764.0
2772,111917.0
2773,112094.0
2774,112279.0
2775,112461.0
2776,112622.0
2777,112805.0
2778,112960.0
2779,113092.0
2780,113255.0
2781,113430.0
2782,113593.0
2783,113761.0
2784,113948.0
2785,114104.0
2786,114234.0
2787,114382.0
2788,114543.0
2789,114681.0
2790,114851.0
2791,115008.0
2792,115143.0
2793,115265.0
2794,115410.0
2795,115540.0
2796,115688.0
2797,115842.0
2798,115970.0
2799,116066.0
2800,116157.0
2801,116255.0
2802,116349.0
2803,116438.0
2804,116543.0
2805,116657.0
2806,116750.0
2807,116836.0
2808,116946.0
2809,117061.0
2810,117192.0
2811,117304.0
2812,117429.0
2813,117524.0
2814,117622.0
2815,117739.0
2816,117879.0
2817,118004.0
2818,118116.0
2819,118251.0
2820,118378.0
2821,118516.0
2822,118645.0
2823,118799.0
2824,118975.0
2825,119142.0
2826,119323.0
2827,119486.0
2828,119642.0
2829,119805.0
2830,119992.0
2831,120174.0
2832,120363.0
2833,120562.0
2834,120736.0
2835,120922.0
2836,121112.0
2837,121344.0
2838,121580.0
2839,121866.0
2840,122108.0
2841,122311.0
2842,122522.0
2843,122717.0
2844,122999.0
2845,123272.0
2846,123473.0
2847,123692.0
2848,123900.0
2849,124104.0
2850,124288.0
2851,124483.0
2852,124682.0
2853,124889.0
2854,125059.0
2855,125194.0
2856,125311.0
2857,125485.0
2858,125693.0
2859,125896.0
2860,126156.0
2861,126434.0
2862,126651.0
2863,126860.0
2864,127107.0
2865,127361.0
2866,127646.0
2867,127926.0
2868,128198.0
2869,128456.0
2870,128725.0
2871,128913.0
2872,129218.0
2873,129640.0
2874,129976.0
2875,130361.0
2876,130681.0
2877,130958.0
2878,131283.0
2879,131647.0
2880,132034.0
2881,132355.0
2882,132727.0
2883,133070.0
2884,133388.0
2885,133742.0
2886,134115.0
2887,134458.0
2888,134840.0
2889,135219.0
2890,135586.0
2891,135821.0
2892,136294.0
2893,136679.0
2894,137049.0
2895,137403.0
2896,137772.0
2897,138113.0
2898,138465.0
2899,138840.0
2900,139229.0
2901,139626.0
2902,140075.0
2903,140550.0
2904,141007.0
2905,141471.0
2906,141966.0
2907,142447.0
2908,143032.0
2909,143652.0
2910,144483.0
2911,145296.0
2912,146064.0
2913,146942.0
2914,147883.0
2915,148797.0
2916,149906.0
2917,151103.0
2918,152210.0
2919,153309.0
2920,154486.0
2921,155784.0
2922,157005.0
2923,158213.0
2924,159563.0
2925,160868.0
2926,162155.0
2927,163660.0
2928,165204.0
2929,167131.0
2930,168668.0
2931,170189.0
2932,171392.0
2933,172564.0
2934,173922.0
2935,175229.0
2936,176724.0
2937,178013.0
2938,179216.0
2939,180356.0
2940,181376.0
2941,182368.0
2942,183347.0
2943,184191.0
2944,185042.0
2945,185902.0
2946,186655.0
2947,187258.0
2948,187968.0
2949,188663.0
2950,189384.0
2951,190078.0
2952,190656.0
2953,191171.0
2954,191583.0
2955,192089.0
2956,192626.0
2957,193171.0
2958,193674.0
2959,194186.0
2960,194671.0
2961,195162.0
2962,195574.0
2963,196080.0
2964,196527.0
2965,196915.0
2966,197308.0
2967,197659.0
2968,198004.0
2969,198313.0
2970,198645.0
2971,198962.0
2972,199275.0
2973,199560.0
2974,199822.0
2975,200068.0
2976,200301.0
2977,200528.0
2978,200770.0
2979,200989.0
2980,201224.0
2981,201425.0
2982,201600.0
2983,201766.0
2984,201948.0
2985,202122.0
2986,202283.0
2987,202449.0
2988,202574.0
2989,202722.0
2990,202877.0
2991,203045.0
2992,203198.0
2993,203359.0
2994,203517.0
2995,203657.0
2996,203789.0
2997,203915.0
2998,204046.0
2999,204171.0
3000,204276.0
3001,204388.0
3002,204490.0
3003,204597.0
3004,204695.0
3005,204790.0
3006,204900.0
3007,205005.0
3008,205106.0
3009,205199.0
3010,205286.0
3011,205364.0
3012,205453.0
3013,205529.0
3014,205599.0
3015,205683.0
3016,205750.0
3017,205822.0
3018,205903.0
3019,205990.0
3020,206069.0
3021,206160.0
3022,206270.0
3023,206358.0
3024,206452.0
3025,206566.0
3026,206649.0
3027,206754.0
3028,206878.0
3029,206995.0
3030,207079.0
3031,207156.0
3032,207254.0
3033,207385.0
3034,207509.0
3035,207624.0
3036,207764.0
3037,207873.0
3038,207970.0
3039,208104.0
3040,208245.0
3041,208380.0
3042,208532.0
3043,208695.0
3044,208839.0
3045,208952.0
3046,209111.0
3047,209283.0
3048,209463.0
3049,209624.0
3050,209817.0
3051,209980.0
3052,210152.0
3053,210344.0
3054,210531.0
3055,210723.0
3056,210921.0
3057,211112.0
3058,211297.0
3059,211469.0
3060,211662.0
3061,211859.0
3062,212047.0
3063,212224.0
3064,212434.0
3065,212652.0
3066,212848.0
3067,213058.0
3068,213288.0
3069,213533.0
3070,213745.0
3071,214044.0
3072,214330.0
3073,214592.0
3074,214835.0
3075,215145.0
3076,215430.0
3077,215723.0
3078,216098.0
3079,216376.0
3080,216637.0
3081,216930.0
3082,217265.0
3083,217647.0
3084,218037.0
3085,218432.0
3086,218818.0
3087,219159.0
3088,219532.0
3089,219953.0
3090,220415.0
3091,220825.0
3092,221316.0
3093,221742.0
3094,222157.0
3095,222639.0
3096,223196.0
3097,223806.0
3098,224383.0
3099,224979.0
3100,225484.0
3101,226057.0
3102,226749.0
3103,227559.0
3104,228918.0
3105,230470.0
3106,232325.0
3107,234536.0
3108,236670.0
3109,238885.0
3110,241406.0
3111,243568.0
3112,245698.0
3113,247568.0
3114,249310.0
3115,250774.0
3116,252117.0
3117,253520.0
3118,254885.0
3119,255836.0
3120,256806.0
3121,257598.0
3122,257976.0
3123,258478.0
3124,259088.0
3125,259673.0
3126,260191.0
3127,260723.0
3128,261226.0
3129,261752.0
3130,262165.0
3131,262570.0
3132,262994.0
3133,263369.0
3134,263685.0
3135,263936.0
3136,264054.0
3137,264201.0
3138,264365.0
3139,264488.0
3140,264603.0
3141,264706.0
3142,264778.0
3143,264855.0
3144,264936.0
3145,265010.0
3146,265079.0
3147,265130.0
3148,265186.0
3149,265227.0
3150,265265.0
3151,265297.0
3152,265323.0
3153,265346.0
3154,265366.0
3155,265391.0
3156,265410.0
3157,265432.0
3158,265457.0
3159,265478.0
3160,265496.0
3161,265511.0
3162,265524.0
3163,265539.0
3164,265550.0
3165,265562.0
3166,265573.0
3167,265585.0
3168,265599.0
3169,265612.0
3170,265621.0
3171,265629.0
3172,265641.0
3173,265651.0
3174,265662.0
3175,265671.0
3176,265679.0
3177,265684.0
3178,265691.0
3179,265694.0
3180,265699.0
3181,265705.0
3182,265707.0
3183,265714.0
3184,265720.0
3185,265724.0
3186,265727.0
3187,265730.0
3188,265731.0
3189,265733.0
3190,265738.0
3191,265739.0
3192,265739.0
3193,265741.0
3194,265746.0
3195,265746.0
3196,265754.0
3197,265761.0
3198,265761.0
3199,265767.0
3200,265771.0
3201,265772.0
3202,265773.0
3203,265776.0
3204,265779.0
3205,265780.0
3206,265782.0
3207,265782.0
3208,265782.0
3209,1.0
3210,1.0
3211,1.0
3212,1.0
3213,1.0
3214,1.0
3215,1.0
3216,1.0
3217,1.0
3218,1.0
3219,1.0
3220,1.0
3221,1.0
3222,1.0
3223,2.0
3224,39.0
3225,39.0
3226,53.0
3227,75.0
3228,88.0
3229,113.0
3230,133.0
3231,164.0
3232,188.0
3233,224.0
3234,267.0
3235,308.0
3236,334.0
3237,370.0
3238,376.0
3239,390.0
3240,428.0
3241,439.0
3242,466.0
3243,501.0
3244,525.0
3245,545.0
3246,564.0
3247,583.0
3248,601.0
3249,601.0
3250,638.0
3251,646.0
3252,659.0
3253,673.0
3254,673.0
3255,696.0
3256,704.0
3257,713.0
3258,717.0
3259,717.0
3260,723.0
3261,723.0
3262,731.0
3263,738.0
3264,738.0
3265,743.0
3266,743.0
3267,743.0
3268,745.0
3269,745.0
3270,747.0
3271,748.0
3272,750.0
3273,751.0
3274,751.0
3275,752.0
3276,752.0
3277,754.0
3278,755.0
3279,755.0
3280,758.0
3281,760.0
3282,761.0
3283,761.0
3284,761.0
3285,761.0
3286,761.0
3287,761.0
3288,762.0
3289,762.0
3290,762.0
3291,762.0
3292,762.0
3293,763.0
3294,763.0
3295,763.0
3296,763.0
3297,764.0
3298,764.0
3299,764.0
3300,765.0
3301,844.0
3302,851.0
3303,852.0
3304,852.0
3305,852.0
3306,852.0
3307,852.0
3308,852.0
3309,852.0
3310,852.0
3311,853.0
3312,853.0
3313,853.0
3314,853.0
3315,854.0
3316,854.0
3317,855.0
3318,855.0
3319,855.0
3320,855.0
3321,855.0
3322,855.0
3323,855.0
3324,855.0
3325,855.0
3326,855.0
3327,855.0
3328,855.0
3329,855.0
3330,855.0
3331,855.0
3332,855.0
3333,855.0
3334,855.0
3335,855.0
3336,855.0
3337,855.0
3338,855.0
3339,855.0
3340,855.0
3341,855.0
3342,858.0
3343,861.0
3344,862.0
3345,877.0
3346,880.0
3347,880.0
3348,880.0
3349,884.0
3350,884.0
3351,889.0
3352,889.0
3353,897.0
3354,897.0
3355,897.0
3356,907.0
3357,907.0
3358,918.0
3359,922.0
3360,925.0
3361,925.0
3362,925.0
3363,937.0
3364,939.0
3365,939.0
3366,944.0
3367,955.0
3368,955.0
3369,955.0
3370,963.0
3371,963.0
3372,977.0
3373,981.0
3374,989.0
3375,989.0
3376,989.0
3377,1005.0
3378,1005.0
3379,1024.0
3380,1024.0
3381,1045.0
3382,1045.0
3383,1045.0
3384,1060.0
3385,1060.0
3386,1098.0
3387,1098.0
3388,1124.0
3389,1124.0
3390,1124.0
3391,1176.0
3392,1184.0
3393,1199.0
3394,1199.0
3395,1215.0
3396,1215.0
3397,1215.0
3398,1261.0
3399,1261.0
3400,1301.0
3401,1301.0
3402,1344.0
3403,1344.0
3404,1344.0
3405,1438.0
3406,1438.0
3407,1483.0
3408,1483.0
3409,1564.0
3410,1564.0
3411,1564.0
3412,1681.0
3413,1681.0
3414,1753.0
3415,1753.0
3416,1836.0
3417,1836.0
3418,1836.0
3419,1966.0
3420,1966.0
3421,2050.0
3422,2050.0
3423,2110.0
3424,2110.0
3425,2110.0
3426,2370.0
3427,2370.0
3428,2568.0
3429,2568.0
3430,2696.0
3431,2696.0
3432,2696.0
3433,2995.0
3434,2995.0
3435,3190.0
3436,3190.0
3437,3377.0
